rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm_box,openDt_box,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,movieNm_detail,movieNmEn,movieNmOg,showTm,prdtYear,openDt_detail,prdtStatNm,typeNm,repNationNm,repGenreNm,watchGradeNm,genres,nations,directors,actors,productionCompanies,distributors
8,8,-1,OLD,20167904,라라랜드,2016-12-07,3131900,2.6,-4771500,-60.4,30331844708,598,-917,-60.5,3640104,67,145,20200413,라라랜드,LA LA LAND,,127,2016,20161207,개봉,장편,,,,드라마|뮤지컬|멜로/로맨스,미국,데이미언 셔젤,엠마 스톤|라이언 고슬링|핀 위트록|J.K. 시몬스|로즈마리 드윗,,판씨네마(주)
9,9,0,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,4002920,3.3,-5468960,-57.7,53547560,509,-556,-52.2,6289,164,214,20200413,신과 나: 100일간의 거래,Homestay,,136,2018,20200408,개봉,장편,,,,미스터리|스릴러|판타지,기타,팍품 웡품,,,(주)제이앤씨미디어그룹|와이드 릴리즈(주)
10,10,0,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,2040500,1.7,-1986500,-49.3,1361364300,403,-397,-49.6,178661,36,54,20200413,"나는 내일, 어제의 너와 만난다","My tomorrow, your yesterday","ぼくは明日, 昨日のきみとデートする",110,2016,20171012,개봉,장편,,,,멜로/로맨스|판타지|SF,일본,미키 타카히로,후쿠시 소타|고마츠 나나|히가시데 마사히로,,(주)디스테이션
1,1,0,OLD,20192399,1917,2020-02-19,20785160,16.7,837880,4.2,6950936060,2499,109,4.6,764282,317,570,20200414,1917,1917,,119,2019,20200219,개봉,장편,,,,드라마|전쟁,미국,샘 멘데스,조지 맥케이|딘-찰스 채프먼|콜린 퍼스|베네딕트 컴버배치|마크 스트롱,,(주)스마일이엔티
2,2,1,OLD,20205262,엽문4: 더 파이널,2020-04-01,13830400,11.1,1506800,12.2,495068100,1655,179,12.1,57084,173,409,20200414,엽문4: 더 파이널,Ip Man4: The Finale,,104,2019,20200401,개봉,장편,,,,액션|드라마,홍콩,엽위신,견자단|오월|오건호|스콧 앳킨스,,(주)키다리이엔티
3,3,-1,OLD,20206402,오픈 더 도어 ,2020-04-08,13043800,10.5,-744900,-5.4,136105600,1547,-94,-5.7,15142,163,347,20200414,오픈 더 도어,STRAY,,88,2019,20200408,개봉,장편,,,,공포(호러)|스릴러,러시아,올가 고로데츠카야,블라디미르 브도비첸코프,,(주)팝엔터테인먼트
4,4,0,OLD,20204107,주디,2020-03-25,9382940,7.5,481740,5.4,696919000,1156,61,5.6,84956,246,383,20200414,주디,Judy,,117,2019,20200325,개봉,장편,,,,드라마|멜로/로맨스,영국,루퍼트 굴드,르네 젤위거,,TCO(주)더콘텐츠온
5,5,0,OLD,20199842,인비저블맨,2020-02-26,8555860,6.9,477560,5.9,4955643540,1027,88,9.4,568180,199,286,20200414,인비저블맨,The Invisible Man,,124,2020,20200226,개봉,장편,,,,공포(호러),미국,리 워넬,엘리자베스 모스|알디스 호지,,유니버설픽쳐스인터내셔널 코리아(유)
6,6,0,OLD,20206446,n번째 이별 중,2020-04-01,5820900,4.7,-177600,-3.0,182965300,690,-20,-2.8,20335,127,231,20200414,n번째 이별 중,Time Freak,,104,2018,20200401,개봉,장편,,,,멜로/로맨스|코미디,미국,,에이사 버터필드|소피 터너,,(주)팬엔터테인먼트|(주)영화특별시에스엠씨
7,7,1,OLD,20167904,라라랜드,2016-12-07,2868880,2.3,-263020,-8.4,30334713588,572,-26,-4.3,3640676,68,133,20200414,라라랜드,LA LA LAND,,127,2016,20161207,개봉,장편,,,,드라마|뮤지컬|멜로/로맨스,미국,데이미언 셔젤,엠마 스톤|라이언 고슬링|핀 위트록|J.K. 시몬스|로즈마리 드윗,,판씨네마(주)
8,8,2,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,2227000,1.8,186500,9.1,1363591300,443,40,9.9,179104,36,55,20200414,"나는 내일, 어제의 너와 만난다","My tomorrow, your yesterday","ぼくは明日, 昨日のきみとデートする",110,2016,20171012,개봉,장편,,,,멜로/로맨스|판타지|SF,일본,미키 타카히로,후쿠시 소타|고마츠 나나|히가시데 마사히로,,(주)디스테이션
9,9,0,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,3372720,2.7,-630200,-15.7,56920280,434,-75,-14.7,6723,168,211,20200414,신과 나: 100일간의 거래,Homestay,,136,2018,20200408,개봉,장편,,,,미스터리|스릴러|판타지,기타,팍품 웡품,,,(주)제이앤씨미디어그룹|와이드 릴리즈(주)
10,10,0,NEW,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,3726000,3.0,3726000,100.0,3726000,414,414,100.0,414,3,3,20200414,비밀정보원: 인 더 프리즌,The Informer,,113,2019,20200415,개봉,장편,,,,범죄|스릴러,영국,안드레아 디 스테파노,로자먼드 파이크|조엘 킨나만|커먼|아나 디 아르마스|클라이브 오웬,,(주)제이앤씨미디어그룹
1,1,0,NEW,20206190,서치 아웃,2020-04-15,46999900,12.8,46999900,100.0,46999900,5168,5168,100.0,5168,338,839,20200415,서치 아웃,Search Out,,92,2019,20200415,개봉,장편,,,,스릴러,한국,곽정,이시언|김성철|허가윤|김서연|주시현,(주)디엔와이,(주)스톰픽쳐스코리아|(주)삼백상회
2,2,25,OLD,20206021,건즈 아킴보,2020-04-15,46029500,12.5,45381500,7003.3,53733500,5048,4940,4574.1,6164,162,469,20200415,건즈 아킴보,Guns Akimbo,,97,2020,20200415,개봉,장편,,,,액션,영국,제이슨 레이 하우덴,다니엘 래드클리프|사마라 위빙,,와이드 릴리즈(주)
3,3,-2,OLD,20192399,1917,2020-02-19,43609500,11.9,22824340,109.8,6994545560,4854,2355,94.2,769136,276,497,20200415,1917,1917,,119,2019,20200219,개봉,장편,,,,드라마|전쟁,미국,샘 멘데스,조지 맥케이|딘-찰스 채프먼|콜린 퍼스|베네딕트 컴버배치|마크 스트롱,,(주)스마일이엔티
4,4,3,OLD,20167904,라라랜드,2016-12-07,23562820,6.4,20693940,721.3,30358276408,4574,4002,699.7,3645250,247,425,20200415,라라랜드,LA LA LAND,,127,2016,20161207,개봉,장편,,,,드라마|뮤지컬|멜로/로맨스,미국,데이미언 셔젤,엠마 스톤|라이언 고슬링|핀 위트록|J.K. 시몬스|로즈마리 드윗,,판씨네마(주)
5,5,-3,OLD,20205262,엽문4: 더 파이널,2020-04-01,23886400,6.5,10056000,72.7,518954500,2657,1002,60.5,59741,144,358,20200415,엽문4: 더 파이널,Ip Man4: The Finale,,104,2019,20200401,개봉,장편,,,,액션|드라마,홍콩,엽위신,견자단|오월|오건호|스콧 앳킨스,,(주)키다리이엔티
6,6,-3,OLD,20206402,오픈 더 도어 ,2020-04-08,22872200,6.2,9828400,75.3,158977800,2417,870,56.2,17559,146,336,20200415,오픈 더 도어,STRAY,,88,2019,20200408,개봉,장편,,,,공포(호러)|스릴러,러시아,올가 고로데츠카야,블라디미르 브도비첸코프,,(주)팝엔터테인먼트
7,7,3,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,20979740,5.7,17253740,463.1,24705740,2364,1950,471.0,2778,184,308,20200415,비밀정보원: 인 더 프리즌,The Informer,,113,2019,20200415,개봉,장편,,,,범죄|스릴러,영국,안드레아 디 스테파노,로자먼드 파이크|조엘 킨나만|커먼|아나 디 아르마스|클라이브 오웬,,(주)제이앤씨미디어그룹
8,8,0,NEW,20196716,유령선,2020-04-15,16079120,4.4,16079120,100.0,16079120,1754,1754,100.0,1754,136,179,20200415,유령선,Ghost Ship,,48,2019,20200415,개봉,장편,,,,다큐멘터리,한국,김지영,박호산|김지영|심우성,(주)왝더독,(주)엣나인필름
9,9,31,OLD,20190280,날씨의 아이,2019-10-30,8595760,2.3,8206680,2109.3,5607369430,1675,1620,2945.5,676994,74,130,20200415,날씨의 아이,Weathering With You,,112,2019,20191030,개봉,장편,,,,애니메이션|판타지|멜로/로맨스,일본,신카이 마코토,다이고 코타로|모리 나나|오구리 슌|심규혁|최한,,메가박스중앙(주) 플러스엠 엔터테인먼트|(주)미디어캐슬|워터홀컴퍼니(주)
10,10,0,NEW,20161827,로건,2017-03-01,11436980,3.1,11436980,100.0,18402497203,1603,1603,100.0,2170712,259,360,20200415,로건,Logan,,137,2017,20170301,개봉,장편,,,,액션|SF,미국,제임스 맨골드,휴 잭맨|패트릭 스튜어트|보이드 홀브룩|스테판 머천트|리차드 E. 그랜트,,월트디즈니컴퍼니코리아 유한책임회사|이십세기폭스코리아(주)
1,1,1,OLD,20206021,건즈 아킴보,2020-04-15,21120500,14.5,-24909000,-54.1,74854000,2755,-2293,-45.4,8919,163,406,20200416,건즈 아킴보,Guns Akimbo,,97,2020,20200415,개봉,장편,,,,액션,영국,제이슨 레이 하우덴,다니엘 래드클리프|사마라 위빙,,와이드 릴리즈(주)
2,2,-1,OLD,20206190,서치 아웃,2020-04-15,19157800,13.1,-27842100,-59.2,66157700,2326,-2842,-55.0,7494,319,656,20200416,서치 아웃,Search Out,,92,2019,20200415,개봉,장편,,,,스릴러,한국,곽정,이시언|김성철|허가윤|김서연|주시현,(주)디엔와이,(주)스톰픽쳐스코리아|(주)삼백상회
3,3,1,OLD,20167904,라라랜드,2016-12-07,10710160,7.3,-12852660,-54.5,30368986568,2101,-2473,-54.1,3647351,232,373,20200416,라라랜드,LA LA LAND,,127,2016,20161207,개봉,장편,,,,드라마|뮤지컬|멜로/로맨스,미국,데이미언 셔젤,엠마 스톤|라이언 고슬링|핀 위트록|J.K. 시몬스|로즈마리 드윗,,판씨네마(주)
4,4,-1,OLD,20192399,1917,2020-02-19,13124260,9.0,-30485240,-69.9,7007669820,1597,-3257,-67.1,770733,244,371,20200416,1917,1917,,119,2019,20200219,개봉,장편,,,,드라마|전쟁,미국,샘 멘데스,조지 맥케이|딘-찰스 채프먼|콜린 퍼스|베네딕트 컴버배치|마크 스트롱,,(주)스마일이엔티
5,5,2,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,9618740,6.6,-11361000,-54.2,34324480,1208,-1156,-48.9,3986,174,284,20200416,비밀정보원: 인 더 프리즌,The Informer,,113,2019,20200415,개봉,장편,,,,범죄|스릴러,영국,안드레아 디 스테파노,로자먼드 파이크|조엘 킨나만|커먼|아나 디 아르마스|클라이브 오웬,,(주)제이앤씨미디어그룹
6,6,2,OLD,20196716,유령선,2020-04-15,7592840,5.2,-8486280,-52.8,23671960,894,-860,-49.0,2648,132,182,20200416,유령선,Ghost Ship,,48,2019,20200415,개봉,장편,,,,다큐멘터리,한국,김지영,박호산|김지영|심우성,(주)왝더독,(주)엣나인필름
7,7,-1,OLD,20206402,오픈 더 도어 ,2020-04-08,7134100,4.9,-15738100,-68.8,166111900,838,-1579,-65.3,18397,126,239,20200416,오픈 더 도어,STRAY,,88,2019,20200408,개봉,장편,,,,공포(호러)|스릴러,러시아,올가 고로데츠카야,블라디미르 브도비첸코프,,(주)팝엔터테인먼트
8,8,-3,OLD,20205262,엽문4: 더 파이널,2020-04-01,6596100,4.5,-17290300,-72.4,525550600,797,-1860,-70.0,60538,128,250,20200416,엽문4: 더 파이널,Ip Man4: The Finale,,104,2019,20200401,개봉,장편,,,,액션|드라마,홍콩,엽위신,견자단|오월|오건호|스콧 앳킨스,,(주)키다리이엔티
9,9,1,OLD,20161827,로건,2017-03-01,5400580,3.7,-6036400,-52.8,18407897783,789,-814,-50.8,2171501,200,263,20200416,로건,Logan,,137,2017,20170301,개봉,장편,,,,액션|SF,미국,제임스 맨골드,휴 잭맨|패트릭 스튜어트|보이드 홀브룩|스테판 머천트|리차드 E. 그랜트,,월트디즈니컴퍼니코리아 유한책임회사|이십세기폭스코리아(주)
10,10,1,OLD,20206447,라라걸,2020-04-15,4450760,3.1,-7668180,-63.3,23242700,570,-762,-57.2,2534,147,193,20200416,라라걸,Ride Like a Girl,,98,2019,20200415,개봉,장편,,,,드라마,호주,레이첼 그리피스,테레사 팔머|샘 닐|설리반 스탭플턴,,판씨네마(주)
1,1,2,OLD,20167904,라라랜드,2016-12-07,14425460,7.6,3715300,34.7,30383412028,2836,735,35.0,3650187,253,416,20200417,라라랜드,LA LA LAND,,127,2016,20161207,개봉,장편,,,,드라마|뮤지컬|멜로/로맨스,미국,데이미언 셔젤,엠마 스톤|라이언 고슬링|핀 위트록|J.K. 시몬스|로즈마리 드윗,,판씨네마(주)
2,2,0,OLD,20206190,서치 아웃,2020-04-15,25026760,13.2,5868960,30.6,91184460,2800,474,20.4,10294,314,690,20200417,서치 아웃,Search Out,,92,2019,20200415,개봉,장편,,,,스릴러,한국,곽정,이시언|김성철|허가윤|김서연|주시현,(주)디엔와이,(주)스톰픽쳐스코리아|(주)삼백상회
3,3,1,OLD,20192399,1917,2020-02-19,21255920,11.2,8131660,62.0,7028925740,2397,800,50.1,773130,267,437,20200417,1917,1917,,119,2019,20200219,개봉,장편,,,,드라마|전쟁,미국,샘 멘데스,조지 맥케이|딘-찰스 채프먼|콜린 퍼스|베네딕트 컴버배치|마크 스트롱,,(주)스마일이엔티
4,4,-3,OLD,20206021,건즈 아킴보,2020-04-15,20506500,10.8,-614000,-2.9,95360500,2242,-513,-18.6,11161,160,393,20200417,건즈 아킴보,Guns Akimbo,,97,2020,20200415,개봉,장편,,,,액션,영국,제이슨 레이 하우덴,다니엘 래드클리프|사마라 위빙,,와이드 릴리즈(주)
5,5,0,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,13042680,6.9,3423940,35.6,47367160,1487,279,23.1,5473,172,293,20200417,비밀정보원: 인 더 프리즌,The Informer,,113,2019,20200415,개봉,장편,,,,범죄|스릴러,영국,안드레아 디 스테파노,로자먼드 파이크|조엘 킨나만|커먼|아나 디 아르마스|클라이브 오웬,,(주)제이앤씨미디어그룹
6,6,0,OLD,20196716,유령선,2020-04-15,13153440,7.0,5560600,73.2,36825400,1449,555,62.1,4097,146,203,20200417,유령선,Ghost Ship,,48,2019,20200415,개봉,장편,,,,다큐멘터리,한국,김지영,박호산|김지영|심우성,(주)왝더독,(주)엣나인필름
7,7,1,OLD,20205262,엽문4: 더 파이널,2020-04-01,9171000,4.8,2574900,39.0,534721600,1054,257,32.2,61592,130,277,20200417,엽문4: 더 파이널,Ip Man4: The Finale,,104,2019,20200401,개봉,장편,,,,액션|드라마,홍콩,엽위신,견자단|오월|오건호|스콧 앳킨스,,(주)키다리이엔티
8,8,-1,OLD,20206402,오픈 더 도어 ,2020-04-08,9433700,5.0,2299600,32.2,175545600,1000,162,19.3,19397,133,262,20200417,오픈 더 도어,STRAY,,88,2019,20200408,개봉,장편,,,,공포(호러)|스릴러,러시아,올가 고로데츠카야,블라디미르 브도비첸코프,,(주)팝엔터테인먼트
9,9,0,OLD,20161827,로건,2017-03-01,6055500,3.2,654920,12.1,18413953283,882,93,11.8,2172383,217,279,20200417,로건,Logan,,137,2017,20170301,개봉,장편,,,,액션|SF,미국,제임스 맨골드,휴 잭맨|패트릭 스튜어트|보이드 홀브룩|스테판 머천트|리차드 E. 그랜트,,월트디즈니컴퍼니코리아 유한책임회사|이십세기폭스코리아(주)
10,10,0,OLD,20206447,라라걸,2020-04-15,6617360,3.5,2166600,48.7,29860060,769,199,34.9,3303,144,201,20200417,라라걸,Ride Like a Girl,,98,2019,20200415,개봉,장편,,,,드라마,호주,레이첼 그리피스,테레사 팔머|샘 닐|설리반 스탭플턴,,판씨네마(주)
1,1,0,OLD,20167904,라라랜드,2016-12-07,29880960,8.4,15455500,107.1,30413292988,5846,3010,106.1,3656033,294,530,20200418,라라랜드,LA LA LAND,,127,2016,20161207,개봉,장편,,,,드라마|뮤지컬|멜로/로맨스,미국,데이미언 셔젤,엠마 스톤|라이언 고슬링|핀 위트록|J.K. 시몬스|로즈마리 드윗,,판씨네마(주)
2,2,1,OLD,20192399,1917,2020-02-19,50882340,14.2,29626420,139.4,7079808080,5647,3250,135.6,778777,306,577,20200418,1917,1917,,119,2019,20200219,개봉,장편,,,,드라마|전쟁,미국,샘 멘데스,조지 맥케이|딘-찰스 채프먼|콜린 퍼스|베네딕트 컴버배치|마크 스트롱,,(주)스마일이엔티
3,3,-1,OLD,20206190,서치 아웃,2020-04-15,45472720,12.7,20445960,81.7,136657180,5098,2298,82.1,15392,345,849,20200418,서치 아웃,Search Out,,92,2019,20200415,개봉,장편,,,,스릴러,한국,곽정,이시언|김성철|허가윤|김서연|주시현,(주)디엔와이,(주)스톰픽쳐스코리아|(주)삼백상회
4,4,0,OLD,20206021,건즈 아킴보,2020-04-15,39625500,11.1,19119000,93.2,134986000,4213,1971,87.9,15374,181,489,20200418,건즈 아킴보,Guns Akimbo,,97,2020,20200415,개봉,장편,,,,액션,영국,제이슨 레이 하우덴,다니엘 래드클리프|사마라 위빙,,와이드 릴리즈(주)
5,5,0,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,22130180,6.2,9087500,69.7,69497340,2531,1044,70.2,8004,200,361,20200418,비밀정보원: 인 더 프리즌,The Informer,,113,2019,20200415,개봉,장편,,,,범죄|스릴러,영국,안드레아 디 스테파노,로자먼드 파이크|조엘 킨나만|커먼|아나 디 아르마스|클라이브 오웬,,(주)제이앤씨미디어그룹
6,6,2,OLD,20206402,오픈 더 도어 ,2020-04-08,21403500,6.0,11969800,126.9,196949100,2288,1288,128.8,21685,145,329,20200418,오픈 더 도어,STRAY,,88,2019,20200408,개봉,장편,,,,공포(호러)|스릴러,러시아,올가 고로데츠카야,블라디미르 브도비첸코프,,(주)팝엔터테인먼트
7,7,-1,OLD,20196716,유령선,2020-04-15,19252100,5.4,6098660,46.4,56077500,2118,669,46.2,6215,165,250,20200418,유령선,Ghost Ship,,48,2019,20200415,개봉,장편,,,,다큐멘터리,한국,김지영,박호산|김지영|심우성,(주)왝더독,(주)엣나인필름
8,8,-1,OLD,20205262,엽문4: 더 파이널,2020-04-01,18080500,5.1,8909500,97.1,552802100,2051,997,94.6,63643,148,344,20200418,엽문4: 더 파이널,Ip Man4: The Finale,,104,2019,20200401,개봉,장편,,,,액션|드라마,홍콩,엽위신,견자단|오월|오건호|스콧 앳킨스,,(주)키다리이엔티
9,9,1,OLD,20206447,라라걸,2020-04-15,13758340,3.8,7140980,107.9,43618400,1586,817,106.2,4889,187,276,20200418,라라걸,Ride Like a Girl,,98,2019,20200415,개봉,장편,,,,드라마,호주,레이첼 그리피스,테레사 팔머|샘 닐|설리반 스탭플턴,,판씨네마(주)
10,10,1,OLD,20128274,레미제라블,2012-12-19,6903500,1.9,3383000,96.1,43146498500,1375,677,97.0,5931179,58,98,20200418,레미제라블,Les Miserables,,158,2012,20121219,개봉,장편,,,,드라마,미국,톰 후퍼,휴 잭맨|러셀 크로우|앤 해서웨이|아만다 사이프리드|헬레나 본햄 카터,,유니버설픽쳐스인터내셔널 코리아(유)
1,1,0,OLD,20167904,라라랜드,2016-12-07,32696080,8.8,2815120,9.4,30445989068,6387,541,9.3,3662420,304,550,20200419,라라랜드,LA LA LAND,,127,2016,20161207,개봉,장편,,,,드라마|뮤지컬|멜로/로맨스,미국,데이미언 셔젤,엠마 스톤|라이언 고슬링|핀 위트록|J.K. 시몬스|로즈마리 드윗,,판씨네마(주)
2,2,0,OLD,20192399,1917,2020-02-19,56773680,15.3,5891340,11.6,7136581760,6263,616,10.9,785040,306,584,20200419,1917,1917,,119,2019,20200219,개봉,장편,,,,드라마|전쟁,미국,샘 멘데스,조지 맥케이|딘-찰스 채프먼|콜린 퍼스|베네딕트 컴버배치|마크 스트롱,,(주)스마일이엔티
3,3,0,OLD,20206190,서치 아웃,2020-04-15,47446920,12.8,1974200,4.3,184104100,5235,137,2.7,20627,355,852,20200419,서치 아웃,Search Out,,92,2019,20200415,개봉,장편,,,,스릴러,한국,곽정,이시언|김성철|허가윤|김서연|주시현,(주)디엔와이,(주)스톰픽쳐스코리아|(주)삼백상회
4,4,0,OLD,20206021,건즈 아킴보,2020-04-15,37268000,10.1,-2357500,-5.9,172254000,3994,-219,-5.2,19368,175,477,20200419,건즈 아킴보,Guns Akimbo,,97,2020,20200415,개봉,장편,,,,액션,영국,제이슨 레이 하우덴,다니엘 래드클리프|사마라 위빙,,와이드 릴리즈(주)
5,5,0,OLD,20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,23767160,6.4,1636980,7.4,93264500,2662,131,5.2,10666,197,369,20200419,비밀정보원: 인 더 프리즌,The Informer,,113,2019,20200415,개봉,장편,,,,범죄|스릴러,영국,안드레아 디 스테파노,로자먼드 파이크|조엘 킨나만|커먼|아나 디 아르마스|클라이브 오웬,,(주)제이앤씨미디어그룹
6,6,0,OLD,20206402,오픈 더 도어 ,2020-04-08,22341000,6.0,937500,4.4,219290100,2339,51,2.2,24024,147,329,20200419,오픈 더 도어,STRAY,,88,2019,20200408,개봉,장편,,,,공포(호러)|스릴러,러시아,올가 고로데츠카야,블라디미르 브도비첸코프,,(주)팝엔터테인먼트
