rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm_box,openDt_box,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,targetDt,movieNm_detail,movieNmEn,movieNmOg,showTm,prdtYear,openDt_detail,prdtStatNm,typeNm,repNationNm,repGenreNm,watchGradeNm,genres,nations,directors,actors,productionCompanies,distributors
9,9,0,OLD,20204791,다크 워터스 ,2020-03-11,4963840,1.5,-1293620,-20.7,1083721220,569,-152,-21.1,125718,118,157,20200405,다크 워터스,Dark Waters,,127,2019,20200311,개봉,장편,,,,드라마,미국,토드 헤인즈,마크 러팔로|앤 해서웨이|팀 로빈스|빌 캠프|빅터 가버,,(주)이수C&E
10,10,2,OLD,20190280,날씨의 아이,2019-10-30,5390000,1.6,677600,14.4,5574597330,562,65,13.1,672723,7,13,20200405,날씨의 아이,Weathering With You,,112,2019,20191030,개봉,장편,,,,애니메이션|판타지|멜로/로맨스,일본,신카이 마코토,다이고 코타로|모리 나나|오구리 슌|심규혁|최한,,메가박스중앙(주) 플러스엠 엔터테인먼트|(주)미디어캐슬|워터홀컴퍼니(주)
1,1,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,22566000,18.0,-46373900,-67.3,291138100,2718,-4858,-64.1,33826,183,487,20200406,엽문4: 더 파이널,Ip Man4: The Finale,,104,2019,20200401,개봉,장편,,,,액션|드라마,홍콩,엽위신,견자단|오월|오건호|스콧 앳킨스,,(주)키다리이엔티
2,2,0,OLD,20192399,1917,2020-02-19,16334300,13.1,-31593360,-65.9,6709501400,1907,-3306,-63.4,736848,310,497,20200406,1917,1917,,119,2019,20200219,개봉,장편,,,,드라마|전쟁,미국,샘 멘데스,조지 맥케이|딘-찰스 채프먼|콜린 퍼스|베네딕트 컴버배치|마크 스트롱,,(주)스마일이엔티
3,3,0,OLD,20204107,주디,2020-03-25,11457240,9.2,-19938720,-63.5,578901520,1412,-2097,-59.8,71341,281,486,20200406,주디,Judy,,117,2019,20200325,개봉,장편,,,,드라마|멜로/로맨스,영국,루퍼트 굴드,르네 젤위거,,TCO(주)더콘텐츠온
4,4,0,OLD,20199842,인비저블맨,2020-02-26,10793240,8.6,-18045800,-62.6,4851376460,1302,-1774,-57.7,556539,234,346,20200406,인비저블맨,The Invisible Man,,124,2020,20200226,개봉,장편,,,,공포(호러),미국,리 워넬,엘리자베스 모스|알디스 호지,,유니버설픽쳐스인터내셔널 코리아(유)
5,5,0,OLD,20206446,n번째 이별 중,2020-04-01,9200500,7.4,-14798500,-61.7,102291000,1096,-1424,-56.5,11399,145,287,20200406,n번째 이별 중,Time Freak,,104,2018,20200401,개봉,장편,,,,멜로/로맨스|코미디,미국,,에이사 버터필드|소피 터너,,(주)팬엔터테인먼트|(주)영화특별시에스엠씨
6,6,0,OLD,20205841,더 터닝 ,2020-04-02,8002080,6.4,-13808120,-63.3,97195700,976,-1386,-58.7,10991,204,321,20200406,더 터닝,The Turning,,94,2020,20200402,개봉,장편,,,,미스터리|공포(호러),미국,플로리아 시지스몬디,맥켄지 데이비스|핀 울프하드,,(주)스마일이엔티
7,7,0,OLD,20205708,스케어리 스토리:어둠의 속삭임 ,2020-03-25,6321960,5.1,-10147720,-61.6,325024280,745,-1014,-57.6,38788,158,233,20200406,스케어리 스토리:어둠의 속삭임,Scary Stories to Tell in the Dark,,108,2019,20200325,개봉,장편,,,,판타지|공포(호러),미국,안드레 외브레달,딘 노리스,,(주)제이앤씨미디어그룹
8,8,0,OLD,20167904,라라랜드,2016-12-07,5170740,4.1,-7625840,-59.6,30295322128,631,-781,-55.3,3633529,77,156,20200406,라라랜드,LA LA LAND,,127,2016,20161207,개봉,장편,,,,드라마|뮤지컬|멜로/로맨스,미국,데이미언 셔젤,엠마 스톤|라이언 고슬링|핀 위트록|J.K. 시몬스|로즈마리 드윗,,판씨네마(주)
9,9,0,NEW,20205902,신과 나: 100일간의 거래,2020-04-08,4689000,3.7,4689000,100.0,5265000,521,521,100.0,585,6,6,20200406,신과 나: 100일간의 거래,Homestay,,136,2018,20200408,개봉,장편,,,,미스터리|스릴러|판타지,기타,팍품 웡품,,,(주)제이앤씨미디어그룹|와이드 릴리즈(주)
10,10,4,OLD,20010013,봄날은 간다,2001-09-28,1159000,0.9,-1025000,-46.9,46534500,228,-206,-47.5,8144,41,68,20200406,봄날은 간다,One Fine Spring Day,,113,2001,20010928,개봉,장편,,,,드라마,한국,허진호,유지태|이영애|박인환|신신애|김태진,(주)싸이더스|싸이더스 우노 필름,(주)시네마서비스
1,1,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,20405100,16.7,-2160900,-9.6,311543200,2472,-246,-9.1,36298,181,484,20200407,엽문4: 더 파이널,Ip Man4: The Finale,,104,2019,20200401,개봉,장편,,,,액션|드라마,홍콩,엽위신,견자단|오월|오건호|스콧 앳킨스,,(주)키다리이엔티
2,2,0,OLD,20192399,1917,2020-02-19,13852600,11.3,-2481700,-15.2,6723354000,1680,-227,-11.9,738528,299,474,20200407,1917,1917,,119,2019,20200219,개봉,장편,,,,드라마|전쟁,미국,샘 멘데스,조지 맥케이|딘-찰스 채프먼|콜린 퍼스|베네딕트 컴버배치|마크 스트롱,,(주)스마일이엔티
3,3,0,OLD,20204107,주디,2020-03-25,11035360,9.0,-421880,-3.7,589936880,1346,-66,-4.7,72687,273,474,20200407,주디,Judy,,117,2019,20200325,개봉,장편,,,,드라마|멜로/로맨스,영국,루퍼트 굴드,르네 젤위거,,TCO(주)더콘텐츠온
4,4,0,OLD,20199842,인비저블맨,2020-02-26,9539260,7.8,-1253980,-11.6,4860915720,1123,-179,-13.7,557662,225,325,20200407,인비저블맨,The Invisible Man,,124,2020,20200226,개봉,장편,,,,공포(호러),미국,리 워넬,엘리자베스 모스|알디스 호지,,유니버설픽쳐스인터내셔널 코리아(유)
5,5,0,OLD,20206446,n번째 이별 중,2020-04-01,9143500,7.5,-57000,-0.6,111434500,1085,-11,-1.0,12484,146,294,20200407,n번째 이별 중,Time Freak,,104,2018,20200401,개봉,장편,,,,멜로/로맨스|코미디,미국,,에이사 버터필드|소피 터너,,(주)팬엔터테인먼트|(주)영화특별시에스엠씨
6,6,0,OLD,20205841,더 터닝 ,2020-04-02,7926840,6.5,-75240,-0.9,105122540,949,-27,-2.8,11940,205,323,20200407,더 터닝,The Turning,,94,2020,20200402,개봉,장편,,,,미스터리|공포(호러),미국,플로리아 시지스몬디,맥켄지 데이비스|핀 울프하드,,(주)스마일이엔티
7,7,1,OLD,20167904,라라랜드,2016-12-07,5720260,4.7,549520,10.6,30301042388,705,74,11.7,3634234,78,160,20200407,라라랜드,LA LA LAND,,127,2016,20161207,개봉,장편,,,,드라마|뮤지컬|멜로/로맨스,미국,데이미언 셔젤,엠마 스톤|라이언 고슬링|핀 위트록|J.K. 시몬스|로즈마리 드윗,,판씨네마(주)
8,8,-1,OLD,20205708,스케어리 스토리:어둠의 속삭임 ,2020-03-25,5922460,4.8,-399500,-6.3,330946740,700,-45,-6.0,39488,159,233,20200407,스케어리 스토리:어둠의 속삭임,Scary Stories to Tell in the Dark,,108,2019,20200325,개봉,장편,,,,판타지|공포(호러),미국,안드레 외브레달,딘 노리스,,(주)제이앤씨미디어그룹
9,9,0,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,4689000,3.8,0,0.0,9954000,521,0,0.0,1106,6,6,20200407,신과 나: 100일간의 거래,Homestay,,136,2018,20200408,개봉,장편,,,,미스터리|스릴러|판타지,기타,팍품 웡품,,,(주)제이앤씨미디어그룹|와이드 릴리즈(주)
10,10,2,OLD,20204791,다크 워터스 ,2020-03-11,2160080,1.8,597680,38.3,1087443700,274,82,42.7,126184,85,98,20200407,다크 워터스,Dark Waters,,127,2019,20200311,개봉,장편,,,,드라마,미국,토드 헤인즈,마크 러팔로|앤 해서웨이|팀 로빈스|빌 캠프|빅터 가버,,(주)이수C&E
1,1,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,20587000,14.0,181900,0.9,332130200,2476,4,0.2,38774,188,484,20200408,엽문4: 더 파이널,Ip Man4: The Finale,,104,2019,20200401,개봉,장편,,,,액션|드라마,홍콩,엽위신,견자단|오월|오건호|스콧 앳킨스,,(주)키다리이엔티
2,2,0,OLD,20192399,1917,2020-02-19,16615280,11.3,2762680,19.9,6739969280,2009,329,19.6,740537,309,531,20200408,1917,1917,,119,2019,20200219,개봉,장편,,,,드라마|전쟁,미국,샘 멘데스,조지 맥케이|딘-찰스 채프먼|콜린 퍼스|베네딕트 컴버배치|마크 스트롱,,(주)스마일이엔티
3,3,0,NEW,20206402,오픈 더 도어 ,2020-04-08,14680700,10.0,14680700,100.0,14680700,1760,1760,100.0,1760,155,346,20200408,오픈 더 도어,STRAY,,88,2019,20200408,개봉,장편,,,,공포(호러)|스릴러,러시아,올가 고로데츠카야,블라디미르 브도비첸코프,,(주)팝엔터테인먼트
4,4,-1,OLD,20204107,주디,2020-03-25,11770380,8.0,735020,6.7,601707260,1419,73,5.4,74106,265,460,20200408,주디,Judy,,117,2019,20200325,개봉,장편,,,,드라마|멜로/로맨스,영국,루퍼트 굴드,르네 젤위거,,TCO(주)더콘텐츠온
5,5,4,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,8954360,6.1,4265360,91.0,18908360,1138,617,118.4,2244,240,358,20200408,신과 나: 100일간의 거래,Homestay,,136,2018,20200408,개봉,장편,,,,미스터리|스릴러|판타지,기타,팍품 웡품,,,(주)제이앤씨미디어그룹|와이드 릴리즈(주)
6,6,-2,OLD,20199842,인비저블맨,2020-02-26,9098400,6.2,-440860,-4.6,4870014120,1075,-48,-4.3,558737,208,311,20200408,인비저블맨,The Invisible Man,,124,2020,20200226,개봉,장편,,,,공포(호러),미국,리 워넬,엘리자베스 모스|알디스 호지,,유니버설픽쳐스인터내셔널 코리아(유)
7,7,-2,OLD,20206446,n번째 이별 중,2020-04-01,8802000,6.0,-341500,-3.7,120236500,1025,-60,-5.5,13509,145,289,20200408,n번째 이별 중,Time Freak,,104,2018,20200401,개봉,장편,,,,멜로/로맨스|코미디,미국,,에이사 버터필드|소피 터너,,(주)팬엔터테인먼트|(주)영화특별시에스엠씨
8,8,-2,OLD,20205841,더 터닝 ,2020-04-02,7045980,4.8,-880860,-11.1,112168520,853,-96,-10.1,12793,189,281,20200408,더 터닝,The Turning,,94,2020,20200402,개봉,장편,,,,미스터리|공포(호러),미국,플로리아 시지스몬디,맥켄지 데이비스|핀 울프하드,,(주)스마일이엔티
9,9,-2,OLD,20167904,라라랜드,2016-12-07,4081180,2.8,-1639080,-28.7,30305123568,784,79,11.2,3635018,84,176,20200408,라라랜드,LA LA LAND,,127,2016,20161207,개봉,장편,,,,드라마|뮤지컬|멜로/로맨스,미국,데이미언 셔젤,엠마 스톤|라이언 고슬링|핀 위트록|J.K. 시몬스|로즈마리 드윗,,판씨네마(주)
10,10,-2,OLD,20205708,스케어리 스토리:어둠의 속삭임 ,2020-03-25,5136200,3.5,-786260,-13.3,336082940,597,-103,-14.7,40085,125,177,20200408,스케어리 스토리:어둠의 속삭임,Scary Stories to Tell in the Dark,,108,2019,20200325,개봉,장편,,,,판타지|공포(호러),미국,안드레 외브레달,딘 노리스,,(주)제이앤씨미디어그룹
1,1,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,18605200,13.0,-1981800,-9.6,350735400,2232,-244,-9.9,41006,177,461,20200409,엽문4: 더 파이널,Ip Man4: The Finale,,104,2019,20200401,개봉,장편,,,,액션|드라마,홍콩,엽위신,견자단|오월|오건호|스콧 앳킨스,,(주)키다리이엔티
2,2,0,OLD,20192399,1917,2020-02-19,16095480,11.3,-519800,-3.1,6756064760,1938,-71,-3.5,742475,305,518,20200409,1917,1917,,119,2019,20200219,개봉,장편,,,,드라마|전쟁,미국,샘 멘데스,조지 맥케이|딘-찰스 채프먼|콜린 퍼스|베네딕트 컴버배치|마크 스트롱,,(주)스마일이엔티
3,3,0,OLD,20206402,오픈 더 도어 ,2020-04-08,12133200,8.5,-2547500,-17.4,26813900,1448,-312,-17.7,3208,145,321,20200409,오픈 더 도어,STRAY,,88,2019,20200408,개봉,장편,,,,공포(호러)|스릴러,러시아,올가 고로데츠카야,블라디미르 브도비첸코프,,(주)팝엔터테인먼트
4,4,0,OLD,20204107,주디,2020-03-25,10559640,7.4,-1210740,-10.3,612266900,1278,-141,-9.9,75384,255,414,20200409,주디,Judy,,117,2019,20200325,개봉,장편,,,,드라마|멜로/로맨스,영국,루퍼트 굴드,르네 젤위거,,TCO(주)더콘텐츠온
5,5,1,OLD,20199842,인비저블맨,2020-02-26,7415920,5.2,-1682480,-18.5,4877430040,883,-192,-17.9,559620,208,282,20200409,인비저블맨,The Invisible Man,,124,2020,20200226,개봉,장편,,,,공포(호러),미국,리 워넬,엘리자베스 모스|알디스 호지,,유니버설픽쳐스인터내셔널 코리아(유)
6,6,1,OLD,20206446,n번째 이별 중,2020-04-01,7337700,5.1,-1464300,-16.6,127574200,861,-164,-16.0,14370,129,261,20200409,n번째 이별 중,Time Freak,,104,2018,20200401,개봉,장편,,,,멜로/로맨스|코미디,미국,,에이사 버터필드|소피 터너,,(주)팬엔터테인먼트|(주)영화특별시에스엠씨
7,7,2,OLD,20167904,라라랜드,2016-12-07,3411400,2.4,-669780,-16.4,30308534968,646,-138,-17.6,3635664,70,145,20200409,라라랜드,LA LA LAND,,127,2016,20161207,개봉,장편,,,,드라마|뮤지컬|멜로/로맨스,미국,데이미언 셔젤,엠마 스톤|라이언 고슬링|핀 위트록|J.K. 시몬스|로즈마리 드윗,,판씨네마(주)
8,8,-3,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,4850420,3.4,-4103940,-45.8,23758780,620,-518,-45.5,2864,198,279,20200409,신과 나: 100일간의 거래,Homestay,,136,2018,20200408,개봉,장편,,,,미스터리|스릴러|판타지,기타,팍품 웡품,,,(주)제이앤씨미디어그룹|와이드 릴리즈(주)
9,9,-1,OLD,20205841,더 터닝 ,2020-04-02,4181120,2.9,-2864860,-40.7,116349640,492,-361,-42.3,13285,140,181,20200409,더 터닝,The Turning,,94,2020,20200402,개봉,장편,,,,미스터리|공포(호러),미국,플로리아 시지스몬디,맥켄지 데이비스|핀 울프하드,,(주)스마일이엔티
10,10,2,OLD,20205190,사랑이 뭘까,2020-04-09,3972080,2.8,1851080,87.3,7414080,490,187,61.7,940,121,151,20200409,사랑이 뭘까,Just Only Love,愛がなんだ,124,2018,20200409,개봉,장편,,,,멜로/로맨스|드라마,일본,이마이즈미 리키야,키시이 유키노|나리타 료|에구치 노리코,,(주)엣나인필름
1,1,1,OLD,20192399,1917,2020-02-19,22687060,14.2,6591580,41.0,6778751820,2530,592,30.5,745005,329,569,20200410,1917,1917,,119,2019,20200219,개봉,장편,,,,드라마|전쟁,미국,샘 멘데스,조지 맥케이|딘-찰스 채프먼|콜린 퍼스|베네딕트 컴버배치|마크 스트롱,,(주)스마일이엔티
2,2,-1,OLD,20205262,엽문4: 더 파이널,2020-04-01,21897500,13.7,3292300,17.7,372632900,2438,206,9.2,43444,180,474,20200410,엽문4: 더 파이널,Ip Man4: The Finale,,104,2019,20200401,개봉,장편,,,,액션|드라마,홍콩,엽위신,견자단|오월|오건호|스콧 앳킨스,,(주)키다리이엔티
3,3,0,OLD,20206402,오픈 더 도어 ,2020-04-08,14036400,8.8,1903200,15.7,40850300,1511,63,4.4,4719,155,320,20200410,오픈 더 도어,STRAY,,88,2019,20200408,개봉,장편,,,,공포(호러)|스릴러,러시아,올가 고로데츠카야,블라디미르 브도비첸코프,,(주)팝엔터테인먼트
4,4,0,OLD,20204107,주디,2020-03-25,13463160,8.5,2903520,27.5,625730060,1499,221,17.3,76883,261,445,20200410,주디,Judy,,117,2019,20200325,개봉,장편,,,,드라마|멜로/로맨스,영국,루퍼트 굴드,르네 젤위거,,TCO(주)더콘텐츠온
5,5,0,OLD,20199842,인비저블맨,2020-02-26,10499960,6.6,3084040,41.6,4887930000,1117,234,26.5,560737,204,296,20200410,인비저블맨,The Invisible Man,,124,2020,20200226,개봉,장편,,,,공포(호러),미국,리 워넬,엘리자베스 모스|알디스 호지,,유니버설픽쳐스인터내셔널 코리아(유)
6,6,0,OLD,20206446,n번째 이별 중,2020-04-01,8644900,5.4,1307200,17.8,136219100,915,54,6.3,15285,133,273,20200410,n번째 이별 중,Time Freak,,104,2018,20200401,개봉,장편,,,,멜로/로맨스|코미디,미국,,에이사 버터필드|소피 터너,,(주)팬엔터테인먼트|(주)영화특별시에스엠씨
7,7,0,OLD,20167904,라라랜드,2016-12-07,4215820,2.6,804420,23.6,30312750788,780,134,20.7,3636444,80,166,20200410,라라랜드,LA LA LAND,,127,2016,20161207,개봉,장편,,,,드라마|뮤지컬|멜로/로맨스,미국,데이미언 셔젤,엠마 스톤|라이언 고슬링|핀 위트록|J.K. 시몬스|로즈마리 드윗,,판씨네마(주)
8,8,0,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,5328720,3.3,478300,9.9,29087500,611,-9,-1.5,3475,185,255,20200410,신과 나: 100일간의 거래,Homestay,,136,2018,20200408,개봉,장편,,,,미스터리|스릴러|판타지,기타,팍품 웡품,,,(주)제이앤씨미디어그룹|와이드 릴리즈(주)
9,9,4,OLD,20128588,"그 시절, 우리가 좋아했던 소녀",2012-08-22,2603500,1.6,550500,26.8,343370270,518,111,27.3,47670,30,48,20200410,"그 시절, 우리가 좋아했던 소녀",You Are the Apple of My Eye,那些年，我們一起追的女孩,107,2011,20120822,개봉,장편,,,,멜로/로맨스,대만,구파도,가진동|첸옌시|언승우,,(주)제이앤씨미디어그룹|와이드 릴리즈(주)|(주)이놀미디어|(주)드림팩트엔터테인먼트|(주)미로스페이스|씨너스엔터테인먼트(주)|(주)미로비젼|(주)박수엔터테인먼트
10,10,0,OLD,20205190,사랑이 뭘까,2020-04-09,4920280,3.1,948200,23.9,12334360,490,0,0.0,1430,105,133,20200410,사랑이 뭘까,Just Only Love,愛がなんだ,124,2018,20200409,개봉,장편,,,,멜로/로맨스|드라마,일본,이마이즈미 리키야,키시이 유키노|나리타 료|에구치 노리코,,(주)엣나인필름
1,1,0,OLD,20192399,1917,2020-02-19,64475940,18.6,41788880,184.2,6843227760,7036,4506,178.1,752041,360,727,20200411,1917,1917,,119,2019,20200219,개봉,장편,,,,드라마|전쟁,미국,샘 멘데스,조지 맥케이|딘-찰스 채프먼|콜린 퍼스|베네딕트 컴버배치|마크 스트롱,,(주)스마일이엔티
2,2,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,48647600,14.0,26750100,122.2,421280500,5305,2867,117.6,48749,195,582,20200411,엽문4: 더 파이널,Ip Man4: The Finale,,104,2019,20200401,개봉,장편,,,,액션|드라마,홍콩,엽위신,견자단|오월|오건호|스콧 앳킨스,,(주)키다리이엔티
3,3,0,OLD,20206402,오픈 더 도어 ,2020-04-08,33040100,9.5,19003700,135.4,73890400,3526,2015,133.4,8245,184,436,20200411,오픈 더 도어,STRAY,,88,2019,20200408,개봉,장편,,,,공포(호러)|스릴러,러시아,올가 고로데츠카야,블라디미르 브도비첸코프,,(주)팝엔터테인먼트
4,4,0,OLD,20204107,주디,2020-03-25,26535540,7.7,13072380,97.1,652265600,2952,1453,96.9,79835,314,563,20200411,주디,Judy,,117,2019,20200325,개봉,장편,,,,드라마|멜로/로맨스,영국,루퍼트 굴드,르네 젤위거,,TCO(주)더콘텐츠온
5,5,0,OLD,20199842,인비저블맨,2020-02-26,25190400,7.3,14690440,139.9,4913120400,2725,1608,144.0,563462,255,438,20200411,인비저블맨,The Invisible Man,,124,2020,20200226,개봉,장편,,,,공포(호러),미국,리 워넬,엘리자베스 모스|알디스 호지,,유니버설픽쳐스인터내셔널 코리아(유)
6,6,0,OLD,20206446,n번째 이별 중,2020-04-01,18325100,5.3,9680200,112.0,154544200,1919,1004,109.7,17204,156,358,20200411,n번째 이별 중,Time Freak,,104,2018,20200401,개봉,장편,,,,멜로/로맨스|코미디,미국,,에이사 버터필드|소피 터너,,(주)팬엔터테인먼트|(주)영화특별시에스엠씨
7,7,0,OLD,20167904,라라랜드,2016-12-07,8058620,2.3,3842800,91.2,30320809408,1547,767,98.3,3637991,87,190,20200411,라라랜드,LA LA LAND,,127,2016,20161207,개봉,장편,,,,드라마|뮤지컬|멜로/로맨스,미국,데이미언 셔젤,엠마 스톤|라이언 고슬링|핀 위트록|J.K. 시몬스|로즈마리 드윗,,판씨네마(주)
8,8,0,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,10985260,3.2,5656540,106.2,40072760,1240,629,102.9,4715,240,357,20200411,신과 나: 100일간의 거래,Homestay,,136,2018,20200408,개봉,장편,,,,미스터리|스릴러|판타지,기타,팍품 웡품,,,(주)제이앤씨미디어그룹|와이드 릴리즈(주)
9,9,25,OLD,20190280,날씨의 아이,2019-10-30,9991300,2.9,9497860,1924.8,5586945950,1026,955,1345.1,674071,22,45,20200411,날씨의 아이,Weathering With You,,112,2019,20191030,개봉,장편,,,,애니메이션|판타지|멜로/로맨스,일본,신카이 마코토,다이고 코타로|모리 나나|오구리 슌|심규혁|최한,,메가박스중앙(주) 플러스엠 엔터테인먼트|(주)미디어캐슬|워터홀컴퍼니(주)
10,10,3,OLD,20205708,스케어리 스토리:어둠의 속삭임 ,2020-03-25,7787820,2.2,4173820,115.5,350996260,849,465,121.1,41739,110,170,20200411,스케어리 스토리:어둠의 속삭임,Scary Stories to Tell in the Dark,,108,2019,20200325,개봉,장편,,,,판타지|공포(호러),미국,안드레 외브레달,딘 노리스,,(주)제이앤씨미디어그룹
1,1,0,OLD,20192399,1917,2020-02-19,66975860,19.4,2499920,3.9,6910203620,7352,316,4.5,759393,364,728,20200412,1917,1917,,119,2019,20200219,개봉,장편,,,,드라마|전쟁,미국,샘 멘데스,조지 맥케이|딘-찰스 채프먼|콜린 퍼스|베네딕트 컴버배치|마크 스트롱,,(주)스마일이엔티
2,2,0,OLD,20205262,엽문4: 더 파이널,2020-04-01,47633600,13.8,-1014000,-2.1,468914100,5204,-101,-1.9,53953,200,589,20200412,엽문4: 더 파이널,Ip Man4: The Finale,,104,2019,20200401,개봉,장편,,,,액션|드라마,홍콩,엽위신,견자단|오월|오건호|스콧 앳킨스,,(주)키다리이엔티
3,3,0,OLD,20206402,오픈 더 도어 ,2020-04-08,35382700,10.3,2342600,7.1,109273100,3709,183,5.2,11954,172,433,20200412,오픈 더 도어,STRAY,,88,2019,20200408,개봉,장편,,,,공포(호러)|스릴러,러시아,올가 고로데츠카야,블라디미르 브도비첸코프,,(주)팝엔터테인먼트
4,4,0,OLD,20204107,주디,2020-03-25,26369260,7.7,-166280,-0.6,678634860,2870,-82,-2.8,82705,315,554,20200412,주디,Judy,,117,2019,20200325,개봉,장편,,,,드라마|멜로/로맨스,영국,루퍼트 굴드,르네 젤위거,,TCO(주)더콘텐츠온
5,5,0,OLD,20199842,인비저블맨,2020-02-26,25888980,7.5,698580,2.8,4939009380,2752,27,1.0,566214,250,422,20200412,인비저블맨,The Invisible Man,,124,2020,20200226,개봉,장편,,,,공포(호러),미국,리 워넬,엘리자베스 모스|알디스 호지,,유니버설픽쳐스인터내셔널 코리아(유)
6,6,0,OLD,20206446,n번째 이별 중,2020-04-01,16601700,4.8,-1723400,-9.4,171145900,1731,-188,-9.8,18935,159,337,20200412,n번째 이별 중,Time Freak,,104,2018,20200401,개봉,장편,,,,멜로/로맨스|코미디,미국,,에이사 버터필드|소피 터너,,(주)팬엔터테인먼트|(주)영화특별시에스엠씨
7,7,0,OLD,20167904,라라랜드,2016-12-07,7903400,2.3,-155220,-1.9,30328712808,1515,-32,-2.1,3639506,88,197,20200412,라라랜드,LA LA LAND,,127,2016,20161207,개봉,장편,,,,드라마|뮤지컬|멜로/로맨스,미국,데이미언 셔젤,엠마 스톤|라이언 고슬링|핀 위트록|J.K. 시몬스|로즈마리 드윗,,판씨네마(주)
8,8,1,OLD,20190280,날씨의 아이,2019-10-30,11153840,3.2,1162540,11.6,5598099790,1152,126,12.3,675223,21,45,20200412,날씨의 아이,Weathering With You,,112,2019,20191030,개봉,장편,,,,애니메이션|판타지|멜로/로맨스,일본,신카이 마코토,다이고 코타로|모리 나나|오구리 슌|심규혁|최한,,메가박스중앙(주) 플러스엠 엔터테인먼트|(주)미디어캐슬|워터홀컴퍼니(주)
9,9,-1,OLD,20205902,신과 나: 100일간의 거래,2020-04-08,9471880,2.8,-1513380,-13.8,49544640,1065,-175,-14.1,5780,218,314,20200412,신과 나: 100일간의 거래,Homestay,,136,2018,20200408,개봉,장편,,,,미스터리|스릴러|판타지,기타,팍품 웡품,,,(주)제이앤씨미디어그룹|와이드 릴리즈(주)
10,10,2,OLD,20176767,"나는 내일, 어제의 너와 만난다",2017-10-12,4027000,1.2,246000,6.5,1359323800,800,48,6.4,178258,39,59,20200412,"나는 내일, 어제의 너와 만난다","My tomorrow, your yesterday","ぼくは明日, 昨日のきみとデートする",110,2016,20171012,개봉,장편,,,,멜로/로맨스|판타지|SF,일본,미키 타카히로,후쿠시 소타|고마츠 나나|히가시데 마사히로,,(주)디스테이션
1,1,0,OLD,20192399,1917,2020-02-19,19947280,16.6,-47028580,-70.2,6930150900,2390,-4962,-67.5,761783,320,582,20200413,1917,1917,,119,2019,20200219,개봉,장편,,,,드라마|전쟁,미국,샘 멘데스,조지 맥케이|딘-찰스 채프먼|콜린 퍼스|베네딕트 컴버배치|마크 스트롱,,(주)스마일이엔티
2,2,1,OLD,20206402,오픈 더 도어 ,2020-04-08,13788700,11.5,-21594000,-61.0,123061800,1641,-2068,-55.8,13595,158,362,20200413,오픈 더 도어,STRAY,,88,2019,20200408,개봉,장편,,,,공포(호러)|스릴러,러시아,올가 고로데츠카야,블라디미르 브도비첸코프,,(주)팝엔터테인먼트
3,3,-1,OLD,20205262,엽문4: 더 파이널,2020-04-01,12323600,10.2,-35310000,-74.1,481237700,1476,-3728,-71.6,55429,172,413,20200413,엽문4: 더 파이널,Ip Man4: The Finale,,104,2019,20200401,개봉,장편,,,,액션|드라마,홍콩,엽위신,견자단|오월|오건호|스콧 앳킨스,,(주)키다리이엔티
4,4,0,OLD,20204107,주디,2020-03-25,8901200,7.4,-17468060,-66.2,687536060,1095,-1775,-61.8,83800,238,368,20200413,주디,Judy,,117,2019,20200325,개봉,장편,,,,드라마|멜로/로맨스,영국,루퍼트 굴드,르네 젤위거,,TCO(주)더콘텐츠온
5,5,0,OLD,20199842,인비저블맨,2020-02-26,8078300,6.7,-17810680,-68.8,4947087680,939,-1813,-65.9,567153,185,259,20200413,인비저블맨,The Invisible Man,,124,2020,20200226,개봉,장편,,,,공포(호러),미국,리 워넬,엘리자베스 모스|알디스 호지,,유니버설픽쳐스인터내셔널 코리아(유)
6,6,0,OLD,20206446,n번째 이별 중,2020-04-01,5998500,5.0,-10603200,-63.9,177144400,710,-1021,-59.0,19645,130,247,20200413,n번째 이별 중,Time Freak,,104,2018,20200401,개봉,장편,,,,멜로/로맨스|코미디,미국,,에이사 버터필드|소피 터너,,(주)팬엔터테인먼트|(주)영화특별시에스엠씨
7,7,0,NEW,20206021,건즈 아킴보,2020-04-15,4424000,3.7,4424000,100.0,7056000,632,632,100.0,1008,5,5,20200413,건즈 아킴보,Guns Akimbo,,97,2020,20200415,개봉,장편,,,,액션,영국,제이슨 레이 하우덴,다니엘 래드클리프|사마라 위빙,,와이드 릴리즈(주)
