movieNm_detail,gender,age,request_body,response
해피엔드,m,10,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'm', 'ages': ['10']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":2.16216},{""period"":""2025-04-07"",""ratio"":6.08108},{""period"":""2025-04-14"",""ratio"":5.67567},{""period"":""2025-04-21"",""ratio"":19.05405},{""period"":""2025-04-28"",""ratio"":90.4054},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":76.35135},{""period"":""2025-05-19"",""ratio"":62.97297},{""period"":""2025-05-26"",""ratio"":29.05405}]}]}"
해피엔드,m,11,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'm', 'ages': ['11']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":3.6563},{""period"":""2025-04-07"",""ratio"":11.33455},{""period"":""2025-04-14"",""ratio"":6.39853},{""period"":""2025-04-21"",""ratio"":20.47531},{""period"":""2025-04-28"",""ratio"":93.78427},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":83.54661},{""period"":""2025-05-19"",""ratio"":70.93235},{""period"":""2025-05-26"",""ratio"":35.10054}]}]}"
해피엔드,f,2,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'f', 'ages': ['2']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":1.13803},{""period"":""2025-04-07"",""ratio"":2.14218},{""period"":""2025-04-14"",""ratio"":2.39657},{""period"":""2025-04-21"",""ratio"":11.76864},{""period"":""2025-04-28"",""ratio"":77.76141},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":54.65256},{""period"":""2025-05-19"",""ratio"":34.16789},{""period"":""2025-05-26"",""ratio"":26.30874}]}]}"
해피엔드,f,3,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'f', 'ages': ['3']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":1.36917},{""period"":""2025-04-07"",""ratio"":2.58821},{""period"":""2025-04-14"",""ratio"":3.62492},{""period"":""2025-04-21"",""ratio"":17.19157},{""period"":""2025-04-28"",""ratio"":86.66213},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":62.96786},{""period"":""2025-05-19"",""ratio"":37.63271},{""period"":""2025-05-26"",""ratio"":28.84209}]}]}"
해피엔드,f,4,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'f', 'ages': ['4']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":1.90254},{""period"":""2025-04-07"",""ratio"":2.94781},{""period"":""2025-04-14"",""ratio"":4.56459},{""period"":""2025-04-21"",""ratio"":18.5291},{""period"":""2025-04-28"",""ratio"":88.59978},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":68.43886},{""period"":""2025-05-19"",""ratio"":45.18724},{""period"":""2025-05-26"",""ratio"":37.2086}]}]}"
해피엔드,f,5,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'f', 'ages': ['5']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":2.38224},{""period"":""2025-04-07"",""ratio"":3.95235},{""period"":""2025-04-14"",""ratio"":6.2985},{""period"":""2025-04-21"",""ratio"":18.69698},{""period"":""2025-04-28"",""ratio"":87.31275},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":72.67641},{""period"":""2025-05-19"",""ratio"":51.29038},{""period"":""2025-05-26"",""ratio"":45.58743}]}]}"
해피엔드,f,6,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'f', 'ages': ['6']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":2.79027},{""period"":""2025-04-07"",""ratio"":6.30063},{""period"":""2025-04-14"",""ratio"":7.11071},{""period"":""2025-04-21"",""ratio"":20.20702},{""period"":""2025-04-28"",""ratio"":91.49414},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":79.79297},{""period"":""2025-05-19"",""ratio"":54.50045},{""period"":""2025-05-26"",""ratio"":48.15481}]}]}"
해피엔드,f,7,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'f', 'ages': ['7']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":2.99435},{""period"":""2025-04-07"",""ratio"":7.00564},{""period"":""2025-04-14"",""ratio"":6.44067},{""period"":""2025-04-21"",""ratio"":17.11864},{""period"":""2025-04-28"",""ratio"":87.23163},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":83.50282},{""period"":""2025-05-19"",""ratio"":54.01129},{""period"":""2025-05-26"",""ratio"":43.44632}]}]}"
해피엔드,f,8,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'f', 'ages': ['8']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":2.62329},{""period"":""2025-04-07"",""ratio"":6.50577},{""period"":""2025-04-14"",""ratio"":6.2959},{""period"":""2025-04-21"",""ratio"":14.53305},{""period"":""2025-04-28"",""ratio"":80.27282},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":73.66211},{""period"":""2025-05-19"",""ratio"":51.20671},{""period"":""2025-05-26"",""ratio"":38.03777}]}]}"
해피엔드,f,9,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'f', 'ages': ['9']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":1.77752},{""period"":""2025-04-07"",""ratio"":4.58715},{""period"":""2025-04-14"",""ratio"":3.89908},{""period"":""2025-04-21"",""ratio"":12.5},{""period"":""2025-04-28"",""ratio"":82.33944},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":81.70871},{""period"":""2025-05-19"",""ratio"":56.93807},{""period"":""2025-05-26"",""ratio"":38.36009}]}]}"
해피엔드,f,10,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'f', 'ages': ['10']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":0.8168},{""period"":""2025-04-07"",""ratio"":2.91715},{""period"":""2025-04-14"",""ratio"":5.71761},{""period"":""2025-04-21"",""ratio"":10.96849},{""period"":""2025-04-28"",""ratio"":90.66511},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":86.34772},{""period"":""2025-05-19"",""ratio"":62.66044},{""period"":""2025-05-26"",""ratio"":38.73978}]}]}"
해피엔드,f,11,"{'startDate': '2025-03-31', 'endDate': '2025-05-30', 'timeUnit': 'week', 'keywordGroups': [{'groupName': '해피엔드', 'keywords': ['해피엔드', 'Happyend']}], 'gender': 'f', 'ages': ['11']}","{""startDate"":""2025-03-31"",""endDate"":""2025-06-01"",""timeUnit"":""week"",""results"":[{""title"":""해피엔드"",""keywords"":[""해피엔드"",""Happyend""],""data"":[{""period"":""2025-03-31"",""ratio"":2.91545},{""period"":""2025-04-07"",""ratio"":3.93586},{""period"":""2025-04-14"",""ratio"":5.39358},{""period"":""2025-04-21"",""ratio"":13.70262},{""period"":""2025-04-28"",""ratio"":83.09037},{""period"":""2025-05-05"",""ratio"":100},{""period"":""2025-05-12"",""ratio"":81.04956},{""period"":""2025-05-19"",""ratio"":62.24489},{""period"":""2025-05-26"",""ratio"":35.86005}]}]}"
